1.009000000000000000e+03 1.083702415255365395e+03
1.063000000000000000e+03 1.126518029434869959e+03
1.115000000000000000e+03 1.044564689554894585e+03
1.048000000000000000e+03 1.074723995079488532e+03
8.280000000000000000e+02 9.092574336555638865e+02
6.670000000000000000e+02 5.256841243524227139e+02
1.836000000000000000e+03 1.274722402170308214e+03
8.280000000000000000e+02 9.304922164521259447e+02
1.039000000000000000e+03 9.595708779649610278e+02
1.078000000000000000e+03 1.271801134128868853e+03
8.170000000000000000e+02 8.589978604414247911e+02
9.320000000000000000e+02 8.690821750158303303e+02
8.160000000000000000e+02 8.498295739105283246e+02
8.580000000000000000e+02 9.313749137743503752e+02
8.760000000000000000e+02 8.331823381660666428e+02
1.638000000000000000e+03 1.418829854351842187e+03
1.315000000000000000e+03 1.086167860425499384e+03
1.146000000000000000e+03 1.148926853703050028e+03
1.155000000000000000e+03 1.137001110555352170e+03
8.130000000000000000e+02 1.016927388399067581e+03
7.720000000000000000e+02 7.231288344667374304e+02
1.002000000000000000e+03 9.253652252220108494e+02
8.250000000000000000e+02 9.901399520371608105e+02
9.890000000000000000e+02 1.038769742033646480e+03
1.028000000000000000e+03 1.096432346602190592e+03
8.500000000000000000e+02 9.336233154759077024e+02
5.410000000000000000e+02 4.932799487350662275e+02
8.580000000000000000e+02 8.128412217716698933e+02
9.350000000000000000e+02 9.634986911685471114e+02
7.310000000000000000e+02 7.576761213678560125e+02
1.284000000000000000e+03 1.155392043714314241e+03
1.158000000000000000e+03 1.145416193493302444e+03
1.093000000000000000e+03 1.027714708998027618e+03
9.230000000000000000e+02 1.058342740191123085e+03
1.935000000000000000e+03 1.137846379546651406e+03
1.156000000000000000e+03 1.108175430294711987e+03
7.960000000000000000e+02 9.558601959186437398e+02
7.860000000000000000e+02 9.993903653989819986e+02
9.400000000000000000e+02 1.008934117909416045e+03
1.801000000000000000e+03 1.411855130495956473e+03
