1.143575805664062500e+03 1.121082620613331301e+03
1.134483032226562500e+03 1.106931070498385907e+03
1.344426147460937500e+03 1.188986924693097990e+03
1.016880310058593750e+03 1.135174022312362013e+03
1.162214843750000000e+03 1.134947862821469471e+03
1.120519653320312500e+03 1.133506055807951725e+03
1.067841674804687500e+03 1.118814780344840074e+03
1.291992797851562500e+03 1.143605348636738654e+03
1.168474487304687500e+03 1.139995475167614813e+03
1.046459716796875000e+03 1.092301965454431411e+03
