-5.162681579589843750e+00,-2.133985280990600586e+00,-3.865128993988037109e+00
-5.276703834533691406e+00,-2.123141765594482422e+00,-3.860037088394165039e+00
-5.368514060974121094e+00,-2.129217863082885742e+00,-3.866041421890258789e+00
-5.322035789489746094e+00,-2.130827903747558594e+00,-3.866094112396240234e+00
-5.442894935607910156e+00,-2.127192735671997070e+00,-3.865970134735107422e+00
-5.357386112213134766e+00,-2.131556510925292969e+00,-3.867206096649169922e+00
-5.485048294067382812e+00,-2.124765157699584961e+00,-3.865483283996582031e+00
-5.040862560272216797e+00,-2.137992143630981445e+00,-3.865120172500610352e+00
-5.026887893676757812e+00,-2.120199203491210938e+00,-3.853570938110351562e+00
-5.151476860046386719e+00,-2.124719858169555664e+00,-3.858980655670166016e+00
-5.265644073486328125e+00,-2.122257471084594727e+00,-3.859283924102783203e+00
-5.451902389526367188e+00,-2.129379272460937500e+00,-3.867863178253173828e+00
-5.322671413421630859e+00,-2.129738569259643555e+00,-3.865611553192138672e+00
-4.815250396728515625e+00,-2.142238616943359375e+00,-3.863175392150878906e+00
-5.221755981445312500e+00,-2.132251024246215820e+00,-3.865538120269775391e+00
-5.273479461669921875e+00,-2.124541997909545898e+00,-3.860761165618896484e+00
-4.930864810943603516e+00,-2.139136075973510742e+00,-3.863914489746093750e+00
-4.694747924804687500e+00,-2.116871833801269531e+00,-3.844327449798583984e+00
-5.226425647735595703e+00,-2.123207569122314453e+00,-3.859165191650390625e+00
-4.487887382507324219e+00,-2.150151729583740234e+00,-3.861312866210937500e+00
-4.830223560333251953e+00,-2.117918252944946289e+00,-3.848041534423828125e+00
-5.314866542816162109e+00,-2.124410867691040039e+00,-3.861488819122314453e+00
-5.314094543457031250e+00,-2.130457639694213867e+00,-3.865839004516601562e+00
-4.990571975708007812e+00,-2.122832536697387695e+00,-3.854603767395019531e+00
-5.327994346618652344e+00,-2.130648851394653320e+00,-3.866394996643066406e+00
-5.135580062866210938e+00,-2.124039173126220703e+00,-3.858117103576660156e+00
-5.087063789367675781e+00,-2.119844913482666016e+00,-3.854488611221313477e+00
-5.139320373535156250e+00,-2.134525775909423828e+00,-3.864523887634277344e+00
-5.211909294128417969e+00,-2.119700670242309570e+00,-3.856776237487792969e+00
-5.355274200439453125e+00,-2.124047517776489258e+00,-3.862036466598510742e+00
-5.050146102905273438e+00,-2.136301040649414062e+00,-3.864374876022338867e+00
-5.283229827880859375e+00,-2.124563694000244141e+00,-3.860989093780517578e+00
-5.138196945190429688e+00,-2.134071826934814453e+00,-3.864753484725952148e+00
-5.297336578369140625e+00,-2.125015020370483398e+00,-3.861373424530029297e+00
-5.377825260162353516e+00,-2.123123168945312500e+00,-3.861831665039062500e+00
-5.355452060699462891e+00,-2.128324508666992188e+00,-3.865352392196655273e+00
-5.194616794586181641e+00,-2.133794069290161133e+00,-3.865156173706054688e+00
-5.256598949432373047e+00,-2.119690895080566406e+00,-3.857532501220703125e+00
