2.160000000000000000e+03 1.859909821263533559e+03
1.434000000000000000e+03 1.431065346614121836e+03
1.074000000000000000e+03 1.107647999306228030e+03
8.700000000000000000e+02 9.689388327884786349e+02
7.880000000000000000e+02 1.088588611579348708e+03
7.190000000000000000e+02 9.656843921203814034e+02
8.570000000000000000e+02 9.110167987871590185e+02
7.880000000000000000e+02 7.288658023113465561e+02
5.590000000000000000e+02 5.479715374458038468e+02
1.017000000000000000e+03 1.041774323191088115e+03
8.700000000000000000e+02 8.697202819464131380e+02
8.600000000000000000e+02 9.046831908715540749e+02
7.090000000000000000e+02 8.188125045985873385e+02
7.310000000000000000e+02 7.414790765963165313e+02
7.420000000000000000e+02 7.335098276593489572e+02
7.040000000000000000e+02 7.237867617100881716e+02
6.170000000000000000e+02 5.627043603385062625e+02
9.660000000000000000e+02 1.124988673076621808e+03
7.020000000000000000e+02 7.191872919329061915e+02
6.160000000000000000e+02 5.465290683461518029e+02
3.000000000000000000e+02 2.863964193023754206e+02
4.380000000000000000e+02 6.018447940671570677e+02
4.440000000000000000e+02 4.259048295655048832e+02
5.110000000000000000e+02 3.925095887506885788e+02
4.770000000000000000e+02 5.666328919907317641e+02
4.830000000000000000e+02 4.178427223283494527e+02
4.940000000000000000e+02 4.938603865835096940e+02
4.610000000000000000e+02 4.401291695072038124e+02
4.890000000000000000e+02 6.416877761554377457e+02
5.270000000000000000e+02 6.298753303507604642e+02
4.610000000000000000e+02 4.776635533893387446e+02
4.680000000000000000e+02 5.659855274308798698e+02
4.980000000000000000e+02 7.268423333719219954e+02
4.920000000000000000e+02 6.899605687727225813e+02
5.200000000000000000e+02 6.770468062766931325e+02
4.630000000000000000e+02 4.577792099429612449e+02
4.780000000000000000e+02 5.547579971297160455e+02
4.590000000000000000e+02 5.711771971206949274e+02
4.290000000000000000e+02 5.403571808253103654e+02
4.620000000000000000e+02 4.543062231208155026e+02
4.870000000000000000e+02 6.933846034672016003e+02
