8.258130179683575989e-09,2.218006849288940430e+00
1.291396589664373096e-08,2.235562086105346680e+00
2.093719331242027692e-08,2.261082410812377930e+00
2.493512596402069903e-08,2.263899803161621094e+00
3.089585831617114309e-08,2.318715810775756836e+00
3.300271700368284655e-08,2.317416667938232422e+00
3.001595771934262302e-08,2.293364524841308594e+00
3.937080350624455605e-08,2.301728725433349609e+00
6.355092097010128782e-08,2.348783016204833984e+00
2.874100957228620246e-08,2.287584304809570312e+00
3.133500570129399421e-08,2.276652812957763672e+00
3.342255894267509575e-08,2.292759418487548828e+00
3.505705947759452101e-08,2.298262834548950195e+00
4.541013254311110359e-08,2.319191217422485352e+00
3.290658412424818380e-08,2.295138835906982422e+00
5.079424880705118994e-08,2.319573879241943359e+00
7.492025133615243249e-08,2.370476007461547852e+00
2.177513636070216307e-08,2.258707284927368164e+00
4.468433090210055525e-08,2.312890768051147461e+00
5.677194536701790639e-08,2.331972599029541016e+00
1.288857731651660288e-07,2.486642360687255859e+00
6.341388569808259490e-08,2.362529039382934570e+00
7.232806353840715019e-08,2.380590438842773438e+00
7.816372260549542261e-08,2.410935878753662109e+00
6.853938572248807759e-08,2.370026826858520508e+00
8.722531674720812589e-08,2.383078813552856445e+00
7.670379886803857516e-08,2.407484054565429688e+00
1.194154606309894007e-07,2.468513965606689453e+00
5.864573182634558179e-08,2.349589586257934570e+00
5.283746418172086123e-08,2.345534801483154297e+00
8.451712574242264964e-08,2.390243291854858398e+00
6.778038397214913857e-08,2.377021312713623047e+00
4.515664642212868785e-08,2.328566551208496094e+00
6.641119654204885592e-08,2.343129873275756836e+00
4.608264703165332321e-08,2.314765214920043945e+00
7.089286668815475423e-08,2.379225254058837891e+00
6.253220874441467458e-08,2.353288173675537109e+00
6.400102137149588089e-08,2.346536397933959961e+00
7.964109727254253812e-08,2.394001483917236328e+00
8.904113713015249232e-08,2.380481958389282227e+00
5.614468179260256875e-08,2.339606046676635742e+00
