1.143575805664062500e+03 1.065524114159322608e+03
1.134483032226562500e+03 1.135765671071680799e+03
1.344426147460937500e+03 1.089946077916745253e+03
1.016880310058593750e+03 1.061518083896633698e+03
1.162214843750000000e+03 1.084467306134574301e+03
1.120519653320312500e+03 1.197762935291098984e+03
1.067841674804687500e+03 1.240580017231843613e+03
1.291992797851562500e+03 1.097322247837682653e+03
1.168474487304687500e+03 1.072986870166645758e+03
1.046459716796875000e+03 1.202271287479663442e+03
