-5.378893852233886719e+00,-2.134767055511474609e+00,-3.866044521331787109e+00
-4.959554195404052734e+00,-2.115718603134155273e+00,-3.853743553161621094e+00
-5.279788017272949219e+00,-2.128959894180297852e+00,-3.865782499313354492e+00
-5.311941146850585938e+00,-2.129283428192138672e+00,-3.866271495819091797e+00
-5.265095710754394531e+00,-2.120328903198242188e+00,-3.868660449981689453e+00
-5.393502235412597656e+00,-2.134721755981445312e+00,-3.862704277038574219e+00
-5.256956100463867188e+00,-2.124001741409301758e+00,-3.870025157928466797e+00
-5.378721237182617188e+00,-2.139160156250000000e+00,-3.863372325897216797e+00
-4.924006462097167969e+00,-2.115722656250000000e+00,-3.854233741760253906e+00
-4.880762577056884766e+00,-2.115954399108886719e+00,-3.857247352600097656e+00
-4.964570045471191406e+00,-2.116035699844360352e+00,-3.852386713027954102e+00
-5.406889915466308594e+00,-2.142273664474487305e+00,-3.861456871032714844e+00
-5.281728744506835938e+00,-2.129298448562622070e+00,-3.866697311401367188e+00
-5.318720340728759766e+00,-2.133132934570312500e+00,-3.863334417343139648e+00
-5.383892059326171875e+00,-2.139344453811645508e+00,-3.865540981292724609e+00
-4.976655960083007812e+00,-2.111893415451049805e+00,-3.853646278381347656e+00
-5.368444442749023438e+00,-2.138646364212036133e+00,-3.864687681198120117e+00
-4.921793937683105469e+00,-2.115796327590942383e+00,-3.854179143905639648e+00
-4.952436923980712891e+00,-2.114981651306152344e+00,-3.854156732559204102e+00
-5.351987838745117188e+00,-2.134813785552978516e+00,-3.864816665649414062e+00
-4.918069839477539062e+00,-2.116932392120361328e+00,-3.854482173919677734e+00
-4.975353717803955078e+00,-2.115581989288330078e+00,-3.852475643157958984e+00
-5.271886825561523438e+00,-2.129584789276123047e+00,-3.865026473999023438e+00
-4.904342174530029297e+00,-2.111938476562500000e+00,-3.856240034103393555e+00
-5.335882186889648438e+00,-2.135114192962646484e+00,-3.864817619323730469e+00
-4.925730228424072266e+00,-2.114071130752563477e+00,-3.855525970458984375e+00
-4.932995319366455078e+00,-2.117664813995361328e+00,-3.853461742401123047e+00
-5.203540325164794922e+00,-2.121830701828002930e+00,-3.864305019378662109e+00
-4.933385848999023438e+00,-2.122775077819824219e+00,-3.852719306945800781e+00
-4.995815277099609375e+00,-2.115435600280761719e+00,-3.851800203323364258e+00
-5.377724170684814453e+00,-2.130492925643920898e+00,-3.866168975830078125e+00
-4.887036800384521484e+00,-2.115081310272216797e+00,-3.855351209640502930e+00
-5.299110412597656250e+00,-2.134138107299804688e+00,-3.865175962448120117e+00
-4.966590404510498047e+00,-2.114123821258544922e+00,-3.853505134582519531e+00
-4.912214279174804688e+00,-2.119594573974609375e+00,-3.852370738983154297e+00
-5.250535964965820312e+00,-2.131014585494995117e+00,-3.865894794464111328e+00
-5.211953163146972656e+00,-2.120905399322509766e+00,-3.863882064819335938e+00
-4.978375911712646484e+00,-2.123004913330078125e+00,-3.850170135498046875e+00
