1.143575805664062500e+03 1.198482052223636401e+03
1.134483032226562500e+03 1.184204100034366093e+03
1.344426147460937500e+03 1.119177560233223858e+03
1.016880310058593750e+03 1.153462713358037036e+03
1.162214843750000000e+03 1.179338879617353086e+03
1.120519653320312500e+03 1.198459961128703299e+03
1.067841674804687500e+03 1.224122599792329993e+03
1.291992797851562500e+03 1.188649753139629411e+03
1.168474487304687500e+03 1.177496416937686035e+03
1.046459716796875000e+03 1.140929878271264215e+03
