-1.151309299468994141e+01,3.481580018997192383e+00
-1.344620418548583984e+01,4.177288055419921875e+00
-1.416402435302734375e+01,4.501335144042968750e+00
-1.120318317413330078e+01,3.567286968231201172e+00
-1.503809165954589844e+01,4.870512008666992188e+00
-1.477128791809082031e+01,4.827250480651855469e+00
-1.468702888488769531e+01,4.755763530731201172e+00
-1.411984252929687500e+01,4.872645854949951172e+00
-9.152873992919921875e+00,3.262716293334960938e+00
-1.332475185394287109e+01,4.302930831909179688e+00
-1.275067138671875000e+01,4.111910820007324219e+00
-1.396089553833007812e+01,4.519616603851318359e+00
-1.377861404418945312e+01,4.540950775146484375e+00
-1.399591827392578125e+01,4.702555179595947266e+00
-1.647957611083984375e+01,5.354734420776367188e+00
-1.393222713470458984e+01,4.648372173309326172e+00
-1.335615348815917969e+01,4.821614265441894531e+00
-1.339448928833007812e+01,4.243746757507324219e+00
-1.364171791076660156e+01,4.505801200866699219e+00
-1.139770507812500000e+01,4.000844001770019531e+00
-5.342122554779052734e+00,1.748508453369140625e+00
-1.238852119445800781e+01,4.446650981903076172e+00
-8.087083816528320312e+00,2.768049240112304688e+00
-7.149598598480224609e+00,2.335191488265991211e+00
-9.420405387878417969e+00,3.300137996673583984e+00
-8.728740692138671875e+00,3.254902362823486328e+00
-1.260873031616210938e+01,4.748138427734375000e+00
-9.350510597229003906e+00,3.476359844207763672e+00
-1.381504058837890625e+01,4.811299324035644531e+00
-1.075675296783447266e+01,3.637993812561035156e+00
-1.176759338378906250e+01,4.250360488891601562e+00
-1.299213409423828125e+01,4.551766872406005859e+00
-1.622772026062011719e+01,5.382225513458251953e+00
-1.413055038452148438e+01,4.808670043945312500e+00
-1.595471382141113281e+01,5.385967731475830078e+00
-1.498721218109130859e+01,5.281411170959472656e+00
-1.511652278900146484e+01,5.321366310119628906e+00
-1.327842140197753906e+01,4.659593582153320312e+00
-1.536898422241210938e+01,5.499314308166503906e+00
-1.349431991577148438e+01,4.938471794128417969e+00
-1.355750465393066406e+01,4.545886993408203125e+00
