1.836835941056917054e+00,1.776750579034966249e+00,1.738561116040375776e+00,1.699715179785840080e+00,1.648804224991096357e+00,1.621150861341397187e+00,1.563235906167393718e+00,1.496406576500150409e+00,1.380372464211095940e+00,1.150951875136826841e+00,9.432357813678886593e-01,8.013984224536431222e-01,6.843851059344415733e-01,5.572789662330631666e-01,4.867159210996294672e-01
1.836765266218168602e+00,1.776668808484749729e+00,1.738231250435886333e+00,1.699321564347392233e+00,1.648685305638246446e+00,1.620769713593448236e+00,1.562920691768332482e+00,1.496043024725034698e+00,1.380014609080341348e+00,1.150612652143825132e+00,9.428948186933608921e-01,8.010346255726721321e-01,6.840160132467886234e-01,5.570901093502765855e-01,4.866650432865244902e-01
1.836693355289539475e+00,1.776584746071988574e+00,1.737903961534822628e+00,1.698931059851611414e+00,1.648563752149212469e+00,1.620391331415297564e+00,1.562606509374201424e+00,1.495680718512236496e+00,1.379657702315290946e+00,1.150273275669385198e+00,9.425533979282532115e-01,8.006705624794502318e-01,6.836477765178502475e-01,5.568999645893200068e-01,4.866110226986155585e-01
1.836620208209539307e+00,1.776498398885902219e+00,1.737579214366513858e+00,1.698543627189695870e+00,1.648439570476919691e+00,1.620015676614789069e+00,1.562293331557372156e+00,1.495319629796128869e+00,1.379301717533865990e+00,1.149933729557515827e+00,9.422115086990450195e-01,8.003062249205871170e-01,6.832803768382273990e-01,5.567085255385946230e-01,4.865538650816783606e-01
1.836545824916675063e+00,1.776409774015707654e+00,1.737256973960289219e+00,1.698159227252846737e+00,1.648312766574295374e+00,1.619642710999765312e+00,1.561981130890215841e+00,1.494959730511082663e+00,1.378946628353986181e+00,1.149593997652225363e+00,9.418691406322168280e-01,7.999416046426911509e-01,6.829137952985196991e-01,5.565157857865005164e-01,4.864935761814880855e-01
1.836470205349456375e+00,1.776318878550623426e+00,1.736937205345477686e+00,1.697777820932263371e+00,1.648183346394266335e+00,1.619272396378071299e+00,1.561669879945104311e+00,1.494600992591469613e+00,1.378592408393570112e+00,1.149254063797521042e+00,9.415262833542482612e-01,7.995766933923722508e-01,6.825480129893276571e-01,5.563217389214391018e-01,4.864301617438205882e-01
1.836393349446390877e+00,1.776225719579867857e+00,1.736619873551408455e+00,1.697399369119145573e+00,1.648051315889758062e+00,1.618904694557550261e+00,1.561359551294409620e+00,1.494243387971662118e+00,1.378239031270538595e+00,1.148913911837411650e+00,9.411829264916192761e-01,7.992114829162391132e-01,6.821830110012517823e-01,5.561263785318106834e-01,4.863636275144507803e-01
1.836315257145987090e+00,1.776130304192658604e+00,1.736304943607409612e+00,1.697023832704694035e+00,1.647916681013697149e+00,1.618539567346046759e+00,1.561050117510503377e+00,1.493886888586031247e+00,1.377886470602812219e+00,1.148573525615905977e+00,9.408390596708102738e-01,7.988459649609009894e-01,6.818187704248921399e-01,5.559296982060166759e-01,4.862939792391547944e-01
1.836235928386754201e+00,1.776032639478214437e+00,1.735992380542811464e+00,1.696651172580108113e+00,1.647779447719009527e+00,1.618176976551404023e+00,1.560741551165757857e+00,1.493531466368950511e+00,1.377534700008311130e+00,1.148232888977012145e+00,9.404946725183011003e-01,7.984801312729669087e-01,6.814552723508493504e-01,5.557316915324573836e-01,4.862212226637076529e-01
1.836155363107198957e+00,1.775932732525753455e+00,1.735682149386942763e+00,1.696281349636587832e+00,1.647639621958622014e+00,1.617816883981466169e+00,1.560433824832543781e+00,1.493177093254791199e+00,1.377183693104953699e+00,1.147891985764738498e+00,9.401497546605716016e-01,7.981139735990462336e-01,6.810924978697232568e-01,5.555323520995336661e-01,4.861453635338850443e-01
1.836073561245830765e+00,1.775830590424493094e+00,1.735374215169131595e+00,1.695914324765332548e+00,1.647497209685460540e+00,1.617459251444076651e+00,1.560126911083233203e+00,1.492823741177923491e+00,1.376833423510661847e+00,1.147550799823092271e+00,9.398042957241020678e-01,7.977474836857476603e-01,6.807304280721143686e-01,5.553316734956462719e-01,4.860664075954625463e-01
1.835990522741157704e+00,1.775726220263653010e+00,1.735068542918708046e+00,1.695550058857543396e+00,1.647352216852451479e+00,1.617104040747080029e+00,1.559820782490198843e+00,1.492471382072721564e+00,1.376483864843353944e+00,1.147209314996082918e+00,9.394582853353721230e-01,7.973806532796807733e-01,6.803690440486229729e-01,5.551296493091960604e-01,4.859843605942153477e-01
1.835906247531688074e+00,1.775619629132449750e+00,1.734765097665000200e+00,1.695188512804419512e+00,1.647204649412520983e+00,1.616751213698319312e+00,1.559515411625811199e+00,1.492119987873556042e+00,1.376134990720950579e+00,1.146867515127717674e+00,9.391117131208623903e-01,7.970134741274544909e-01,6.800083268898492461e-01,5.549262731285840022e-01,4.858992282759191372e-01
1.835820735555930394e+00,1.775510824120102527e+00,1.734463844437338587e+00,1.694829647497160696e+00,1.647054513318595870e+00,1.616400732105639504e+00,1.559210771062442547e+00,1.491769530514799325e+00,1.375786774761372344e+00,1.146525384062005770e+00,9.387645687070526046e-01,7.966459379756782866e-01,6.796482576863939196e-01,5.547215385422106237e-01,4.858110163863493813e-01
1.835733986752393188e+00,1.775399812315829218e+00,1.734164748265050848e+00,1.694473423826967418e+00,1.646901814523601626e+00,1.616052557776883170e+00,1.558906833372464718e+00,1.491419981930823146e+00,1.375439190582539162e+00,1.146182905642955108e+00,9.384168417204225010e-01,7.962780365709608565e-01,6.792888175288566144e-01,5.545154391384766734e-01,4.857197306712814910e-01
1.835646001059584087e+00,1.775286600808847703e+00,1.733867774177466625e+00,1.694119802685039922e+00,1.646746558980464625e+00,1.615706652519895092e+00,1.558603571128248877e+00,1.491071314055999020e+00,1.375092211802370068e+00,1.145840063714573587e+00,9.380685217874524806e-01,7.959097616599112301e-01,6.789299875078381730e-01,5.543079685057832329e-01,4.856253768764909884e-01
1.835556778416011836e+00,1.775171196688376529e+00,1.733572887203915336e+00,1.693768744962577344e+00,1.646588752642112130e+00,1.615362978142518724e+00,1.558300956902167966e+00,1.490723498824699567e+00,1.374745812038785431e+00,1.145496842120870218e+00,9.377195985346218343e-01,7.955411049891389919e-01,6.785717487139386606e-01,5.540991202325310505e-01,4.855279607477533954e-01
1.835466318760185844e+00,1.775053607043634685e+00,1.733280052373724844e+00,1.693420211550779930e+00,1.646428401461470070e+00,1.615021496452597072e+00,1.557998963266592707e+00,1.490376508171295855e+00,1.374399964909705840e+00,1.145153224705852235e+00,9.373700615884119625e-01,7.951720583052529490e-01,6.782140822377583644e-01,5.538888879071206528e-01,4.854274880308442341e-01
1.835374622030612413e+00,1.774933838963838939e+00,1.732989234716224791e+00,1.693074163340847038e+00,1.646265511391463710e+00,1.614682169257976030e+00,1.557697562793895152e+00,1.490030314030160730e+00,1.374054644033050998e+00,1.144809195313528205e+00,9.370199005753017119e-01,7.948026133548627969e-01,6.778569691698977939e-01,5.536772651179531213e-01,4.853239644715389711e-01
1.835281688165801617e+00,1.774811899538207838e+00,1.732700399260744595e+00,1.692730561223979135e+00,1.646100088385020754e+00,1.614344958366497940e+00,1.557396728056446689e+00,1.489684888335665480e+00,1.373709823026740606e+00,1.144464737787907138e+00,9.366691051217715946e-01,7.944327618845767880e-01,6.775003906009569032e-01,5.534642454534290934e-01,4.852173958156127953e-01
1.835187517104260424e+00,1.774687795855959704e+00,1.732413511036613230e+00,1.692389366091376690e+00,1.645932138395066247e+00,1.614009825586006253e+00,1.557096431626619371e+00,1.489340203022182063e+00,1.373365475508695033e+00,1.144119835972996491e+00,9.363176648543011238e-01,7.940624956410048396e-01,6.771443276215363127e-01,5.532498225019493177e-01,4.851077878088416173e-01
1.835092108784498244e+00,1.774561535006312418e+00,1.732128535073159226e+00,1.692050538834239060e+00,1.645761667374527004e+00,1.613676732724346197e+00,1.556796646076785029e+00,1.488996230024081768e+00,1.373021575096833757e+00,1.143774473712804829e+00,9.359655693993710335e-01,7.936918063707556481e-01,6.767887613222357546e-01,5.530339898519143205e-01,4.849951461970007371e-01
