1.832108756527745852e+00,1.718218523707322865e+00,1.752142882600673079e+00,1.701898625687146893e+00,1.666415676380669897e+00,1.594459268663731777e+00,1.538045172714816999e+00,1.416684588631835107e+00,1.236734863854527466e+00,1.017491627632187923e+00,7.897317125296663409e-01,6.377389027507669450e-01,5.004675039877640730e-01,3.984266783805126000e-01,2.889360088424879902e-01,2.310813022081681378e-01
1.831926950071077753e+00,1.718091931228904912e+00,1.751983276896261099e+00,1.701581170973327284e+00,1.666046598530537937e+00,1.594024983421791886e+00,1.537607927137480957e+00,1.416409675172135785e+00,1.236344817653233896e+00,1.017238889029247195e+00,7.893289441199644596e-01,6.374677881358544740e-01,5.003788140386099537e-01,3.982217018178642598e-01,2.886253716257066171e-01,2.307785188609747518e-01
1.831747138683516907e+00,1.717964390208432279e+00,1.751823405592142890e+00,1.701266126616102659e+00,1.665680416896884619e+00,1.593594251426628361e+00,1.537174101591354480e+00,1.416134736849410158e+00,1.235955939526187652e+00,1.016983870035876425e+00,7.889266306602403800e-01,6.371958113943104740e-01,5.002870543758065613e-01,3.980147670884606192e-01,2.883140593363950899e-01,2.304754773612482932e-01
1.831569287327842854e+00,1.717835896418216102e+00,1.751663257612907199e+00,1.700953457377489153e+00,1.665317092527637266e+00,1.593167029188260031e+00,1.536743653480302729e+00,1.415859754016755456e+00,1.235568203200019033e+00,1.016726572488561020e+00,7.885247551896811258e-01,6.369229641202630576e-01,5.001922317899804016e-01,3.978058789724664424e-01,2.880020741435054821e-01,2.301721788873324903e-01
1.831393360966836692e+00,1.717706445630567069e+00,1.751502821883139882e+00,1.700643128019498240e+00,1.664956586470720534e+00,1.592743273216706168e+00,1.536316540208191972e+00,1.415584707027266909e+00,1.235181582401356781e+00,1.016466998223787277e+00,7.881233007474729435e-01,6.366492379078420027e-01,5.000943530717586460e-01,3.975950422500467707e-01,2.876894182159899227e-01,2.298686246175710157e-01
1.831219324563279960e+00,1.717576033617794540e+00,1.751342087327429908e+00,1.700335103304146500e+00,1.664598859774059969e+00,1.592322940021987154e+00,1.535892719178886923e+00,1.415309576234040412e+00,1.234796050856831418e+00,1.016205149078041270e+00,7.877222503728034120e-01,6.363746243511757550e-01,4.999934250117682999e-01,3.973822617013662573e-01,2.873760937228008183e-01,2.295648157303074866e-01
1.831047143079952200e+00,1.717444656152210536e+00,1.751181042870363580e+00,1.700029347993446738e+00,1.664243873485581116e+00,1.591905986114122928e+00,1.535472147796252740e+00,1.415034341990171640e+00,1.234411582293072129e+00,1.015941026887808851e+00,7.873215871048587777e-01,6.360991150443938702e-01,4.998894544006361462e-01,3.971675421065901102e-01,2.870621028328909641e-01,2.292607534038858808e-01
1.830876781479635618e+00,1.717312309006124860e+00,1.751019677436528532e+00,1.699725826849413979e+00,1.663891588653211073e+00,1.591492368003132540e+00,1.535054783464156802e+00,1.414758984648757600e+00,1.234028150436708327e+00,1.015674633489576317e+00,7.869212939828257314e-01,6.358227015816252381e-01,4.997824480289889126e-01,3.969508882458831489e-01,2.867474477152123224e-01,2.289564388166498154e-01
1.830708204725109978e+00,1.717178987951847313e+00,1.750857979950512844e+00,1.699424504634061917e+00,1.663541966324873611e+00,1.591082042199036817e+00,1.534640583586462936e+00,1.414483484562893523e+00,1.233645729014370973e+00,1.015405970719829742e+00,7.865213540458918517e-01,6.355453755569993035e-01,4.996724126874539373e-01,3.967323048994104706e-01,2.864321305387175221e-01,2.286518731469430465e-01
1.830541377779156820e+00,1.717044688761690363e+00,1.750695939336903484e+00,1.699125346109405132e+00,1.663194967548495828e+00,1.590674965211854142e+00,1.534229505567036078e+00,1.414207822085674415e+00,1.233264291752689035e+00,1.015135040415054757e+00,7.861217503332429413e-01,6.352671285646446231e-01,4.995593551666575594e-01,3.965117968473367838e-01,2.861161534723586919e-01,2.283470575731091634e-01
1.830376265604556352e+00,1.716909407207962257e+00,1.750533544520287421e+00,1.698828316037457320e+00,1.662850553372002826e+00,1.590271093551605119e+00,1.533821506809742941e+00,1.413931977570197729e+00,1.232883812378291699e+00,1.014861844411737879e+00,7.857224658840662457e-01,6.349879521986907527e-01,4.994432822572269504e-01,3.962893688698270744e-01,2.857995186850883496e-01,2.280419932734919775e-01
1.830212833164089448e+00,1.716773139062974796e+00,1.750370784425252957e+00,1.698533379180232838e+00,1.662508684843319706e+00,1.589870383728309244e+00,1.533416544718448904e+00,1.413655931369558472e+00,1.232504264617809264e+00,1.014586384546364739e+00,7.853234837375484556e-01,6.347078380532663600e-01,4.993242007497890045e-01,3.960650257470463842e-01,2.854822283458586796e-01,2.277366814264351891e-01
1.830051045420537426e+00,1.716635880099038225e+00,1.750207647976386616e+00,1.698240500299746492e+00,1.662169323010373123e+00,1.589472792251986677e+00,1.533014576697018683e+00,1.413379663836852540e+00,1.232125622197872028e+00,1.014308662655421633e+00,7.849247869328764837e-01,6.344267777225008897e-01,4.992021174349705603e-01,3.958387722591595881e-01,2.851642846236223106e-01,2.274311232102826097e-01
1.829890867336680049e+00,1.716497626088463235e+00,1.750044124098276699e+00,1.697949644158011973e+00,1.661832428921088400e+00,1.589078275632656911e+00,1.532615560149318101e+00,1.413103155325176052e+00,1.231747858845109178e+00,1.014028680575394636e+00,7.845263585092373537e-01,6.341447628005234538e-01,4.990770391033988451e-01,3.956106131863318387e-01,2.848456896873315936e-01,2.271253198033780230e-01
