8.570000000000000000e+02 9.191260598377045881e+02
7.610000000000000000e+02 8.035197104864151925e+02
7.430000000000000000e+02 8.554412421748997986e+02
7.780000000000000000e+02 7.478307645030216690e+02
6.570000000000000000e+02 5.980529934454800696e+02
9.140000000000000000e+02 8.612964716188025704e+02
7.070000000000000000e+02 6.861708631845021955e+02
5.300000000000000000e+02 5.365614724392999051e+02
6.780000000000000000e+02 7.738128934991035521e+02
4.430000000000000000e+02 4.889527225159014279e+02
8.730000000000000000e+02 9.306393515991194363e+02
8.640000000000000000e+02 9.004582222310424413e+02
8.190000000000000000e+02 8.202003983162060194e+02
7.720000000000000000e+02 7.919403627739733338e+02
6.080000000000000000e+02 6.348708378916378479e+02
6.760000000000000000e+02 7.556112128587810730e+02
9.100000000000000000e+02 8.807082167030353048e+02
8.280000000000000000e+02 9.138405442642999787e+02
9.070000000000000000e+02 9.878017154236306396e+02
9.920000000000000000e+02 7.983877851964932688e+02
7.480000000000000000e+02 8.447237506128539053e+02
7.740000000000000000e+02 7.702303486992138915e+02
6.720000000000000000e+02 6.197010747184602906e+02
1.039000000000000000e+03 8.633901478432300109e+02
9.890000000000000000e+02 8.867478864200334101e+02
4.540000000000000000e+02 4.785159779947892957e+02
4.770000000000000000e+02 5.076953550145573217e+02
5.010000000000000000e+02 5.153355801783567358e+02
8.290000000000000000e+02 7.900453468480853871e+02
8.880000000000000000e+02 9.344918414786886842e+02
6.160000000000000000e+02 7.264295986306532313e+02
5.600000000000000000e+02 5.752700110588209554e+02
7.550000000000000000e+02 7.383358572094924739e+02
5.060000000000000000e+02 4.869174916382499418e+02
8.920000000000000000e+02 1.024163517500277294e+03
1.082000000000000000e+03 9.526169119441848352e+02
6.000000000000000000e+02 5.457888578787070628e+02
8.640000000000000000e+02 8.908566997576564290e+02
1.056000000000000000e+03 9.541422891249167151e+02
7.390000000000000000e+02 6.864524331052083426e+02
8.720000000000000000e+02 1.094775807719787736e+03
8.370000000000000000e+02 8.246515462722813936e+02
7.750000000000000000e+02 7.991435541120893049e+02
7.510000000000000000e+02 8.154770929235442054e+02
9.430000000000000000e+02 8.620477744610473110e+02
