9.717030735600928892e-09,2.259831666946411133e+00
9.459815153434192325e-09,2.230741739273071289e+00
1.218447120976406950e-08,2.259665012359619141e+00
3.488261057782438002e-08,2.300842523574829102e+00
2.319847958176524116e-08,2.273410081863403320e+00
2.587564829070743144e-08,2.291615724563598633e+00
2.643451679773534124e-08,2.272915840148925781e+00
6.365947058384335833e-08,2.323494672775268555e+00
1.294637286264332943e-07,2.264226198196411133e+00
2.700890355811225163e-08,2.259082794189453125e+00
2.698069323514573625e-08,2.253398418426513672e+00
3.049948560374105000e-08,2.278842449188232422e+00
3.486524846607608197e-08,2.279086351394653320e+00
3.672926851550073479e-08,2.297312259674072266e+00
6.447212541615954251e-08,2.288648605346679688e+00
4.190982139107291005e-08,2.265869617462158203e+00
6.423932319421510329e-08,2.266501188278198242e+00
8.252752792259343551e-08,2.264802932739257812e+00
2.380019381575948501e-08,2.274302244186401367e+00
5.379591883070133917e-08,2.276359081268310547e+00
1.061355732190349954e-07,2.287090301513671875e+00
4.335526568866043817e-07,2.236315727233886719e+00
7.946496083377496689e-08,2.294354438781738281e+00
6.975445643320199451e-08,2.306814670562744141e+00
1.496769073128234595e-07,2.307442665100097656e+00
7.640764465577376541e-08,2.326005458831787109e+00
1.045431616830683197e-07,2.280840396881103516e+00
5.202030450845995802e-08,2.274090766906738281e+00
8.048458255416335305e-08,2.304545879364013672e+00
4.991078483840283297e-08,2.324350357055664062e+00
1.071718358502948831e-07,2.330770254135131836e+00
8.261296358114122995e-08,2.250353336334228516e+00
6.776855343559873290e-08,2.330495834350585938e+00
7.271118818152899621e-08,2.239861965179443359e+00
5.703824612623975554e-08,2.337652683258056641e+00
7.485229502890433650e-08,2.294307947158813477e+00
9.347465379505592864e-08,2.282689571380615234e+00
6.995598766934563173e-08,2.296707391738891602e+00
9.190163297034814605e-08,2.318261146545410156e+00
1.069988613267014443e-07,2.316784620285034180e+00
1.398129541030357359e-07,2.290219306945800781e+00
3.065985509920210461e-08,2.333859920501708984e+00
