-6.080262660980224609e+00,1.733816027641296387e+00
-7.571276187896728516e+00,2.272136926651000977e+00
-2.324888038635253906e+01,6.857645511627197266e+00
-4.579798221588134766e+00,1.328965187072753906e+00
-1.073055648803710938e+01,3.642070770263671875e+00
-2.377630424499511719e+01,6.942442893981933594e+00
-7.072547912597656250e+00,2.164053678512573242e+00
-1.346562385559082031e+01,4.725675582885742188e+00
-4.791971683502197266e+00,1.393119931221008301e+00
-1.301710605621337891e+01,4.878285408020019531e+00
-5.696055412292480469e+00,1.615148425102233887e+00
-4.813664436340332031e+00,1.382013082504272461e+00
-5.460000038146972656e+00,1.569571614265441895e+00
-1.184777450561523438e+01,3.697097301483154297e+00
-1.415833663940429688e+01,4.747187137603759766e+00
-1.429289817810058594e+01,4.629385948181152344e+00
-4.908210277557373047e+00,1.414519309997558594e+00
-6.507729053497314453e+00,1.902407765388488770e+00
-2.169456863403320312e+01,6.582616806030273438e+00
-4.673286914825439453e+00,1.359789609909057617e+00
-4.598742485046386719e+00,1.334921836853027344e+00
-4.850760459899902344e+00,1.401037216186523438e+00
-1.443196773529052734e+01,4.983554840087890625e+00
-8.666489601135253906e+00,2.577820301055908203e+00
-2.346878433227539062e+01,6.894218444824218750e+00
-1.454173564910888672e+01,5.292704582214355469e+00
-1.163202095031738281e+01,4.241726875305175781e+00
-1.386284828186035156e+01,4.939204216003417969e+00
-7.716441154479980469e+00,2.298528432846069336e+00
-5.049178123474121094e+00,1.433655977249145508e+00
-5.943410873413085938e+00,1.758944272994995117e+00
-1.538626766204833984e+01,5.292354583740234375e+00
-1.070547199249267578e+01,3.442317008972167969e+00
-1.212321472167968750e+01,4.370343208312988281e+00
-2.338357162475585938e+01,6.866465568542480469e+00
-2.238842773437500000e+01,6.704833030700683594e+00
-1.454422569274902344e+01,5.003753662109375000e+00
-4.967949390411376953e+00,1.444860816001892090e+00
-2.353373336791992188e+01,6.891346454620361328e+00
-8.722931861877441406e+00,2.799239873886108398e+00
-9.632128715515136719e+00,2.842407703399658203e+00
-4.776713848114013672e+00,1.378903627395629883e+00
-1.130146121978759766e+01,3.575307130813598633e+00
-6.810743331909179688e+00,1.990755796432495117e+00
-4.659098625183105469e+00,1.356981158256530762e+00
