-2.036212158203125000e+01,6.145924568176269531e+00
-5.166158676147460938e+00,1.430724740028381348e+00
-1.943931007385253906e+01,5.872644424438476562e+00
-1.397602462768554688e+01,4.557509899139404297e+00
-1.390868091583251953e+01,4.221405982971191406e+00
-1.741945266723632812e+01,5.570300102233886719e+00
-1.501978302001953125e+01,4.686061382293701172e+00
-1.525099754333496094e+01,5.297277450561523438e+00
-7.394094944000244141e+00,2.436462640762329102e+00
-1.470333290100097656e+01,4.608554840087890625e+00
-1.537273597717285156e+01,4.857037067413330078e+00
-1.412524986267089844e+01,4.491685867309570312e+00
-1.488391780853271484e+01,4.798371791839599609e+00
-1.337904739379882812e+01,4.114476203918457031e+00
-1.224217987060546875e+01,3.863611698150634766e+00
-1.508839511871337891e+01,5.084998130798339844e+00
-1.365203094482421875e+01,4.568740844726562500e+00
-1.272469806671142578e+01,4.280711174011230469e+00
-1.542676734924316406e+01,4.814311027526855469e+00
-1.470124816894531250e+01,5.019900798797607422e+00
-1.209336566925048828e+01,4.101642131805419922e+00
-6.195624351501464844e+00,2.105012178421020508e+00
-1.310630798339843750e+01,4.630622386932373047e+00
-8.683690071105957031e+00,2.882915973663330078e+00
-7.546144485473632812e+00,2.517479419708251953e+00
-1.393112850189208984e+01,4.775659561157226562e+00
-6.893016815185546875e+00,2.285875558853149414e+00
-8.945002555847167969e+00,2.768487215042114258e+00
-1.246793270111083984e+01,4.264221191406250000e+00
-1.118217086791992188e+01,3.835179805755615234e+00
-1.284763526916503906e+01,4.547227859497070312e+00
-1.350557136535644531e+01,4.746007919311523438e+00
-1.397148513793945312e+01,4.881963729858398438e+00
-1.338497352600097656e+01,4.687371253967285156e+00
-1.598803138732910156e+01,5.431640148162841797e+00
-1.467782783508300781e+01,4.902930736541748047e+00
-1.369666767120361328e+01,4.883755207061767578e+00
-1.359145545959472656e+01,4.740240573883056641e+00
-1.207396125793457031e+01,4.119017601013183594e+00
-1.245150184631347656e+01,4.519739151000976562e+00
-1.385167026519775391e+01,4.993139266967773438e+00
-1.492107200622558594e+01,5.140813827514648438e+00
