-1.287041091918945312e+01,3.753395318984985352e+00
-1.315352058410644531e+01,3.858279466629028320e+00
-1.545389842987060547e+01,4.845484256744384766e+00
-1.116855907440185547e+01,3.263154983520507812e+00
-1.595931529998779297e+01,5.256622314453125000e+00
-1.603954887390136719e+01,5.292848587036132812e+00
-1.643754196166992188e+01,5.315753936767578125e+00
-1.368803787231445312e+01,4.419830799102783203e+00
-8.412393569946289062e+00,2.770328044891357422e+00
-1.583417415618896484e+01,5.067636489868164062e+00
-1.440331077575683594e+01,4.541788101196289062e+00
-1.378650188446044922e+01,4.453175067901611328e+00
-1.313364124298095703e+01,4.217567920684814453e+00
-1.373090744018554688e+01,4.577415466308593750e+00
-1.216115570068359375e+01,3.908494949340820312e+00
-1.343622779846191406e+01,4.574432849884033203e+00
-1.396080207824707031e+01,4.936445236206054688e+00
-1.525561428070068359e+01,4.690808296203613281e+00
-1.471794128417968750e+01,4.888413906097412109e+00
-1.238221454620361328e+01,4.169320583343505859e+00
-4.985123157501220703e+00,1.604160666465759277e+00
-1.295462799072265625e+01,4.543050289154052734e+00
-8.413350105285644531e+00,2.869932413101196289e+00
-6.448225021362304688e+00,2.118648529052734375e+00
-1.048149681091308594e+01,3.697572708129882812e+00
-8.029908180236816406e+00,2.746031761169433594e+00
-1.231003284454345703e+01,4.517820358276367188e+00
-1.037451934814453125e+01,4.084571361541748047e+00
-1.021403789520263672e+01,3.478142261505126953e+00
-1.014555358886718750e+01,3.395202398300170898e+00
-1.156986236572265625e+01,4.274066925048828125e+00
-1.272758102416992188e+01,4.573143482208251953e+00
-1.673503303527832031e+01,5.544667720794677734e+00
-1.458473777770996094e+01,5.122154235839843750e+00
-1.576510810852050781e+01,5.247979164123535156e+00
-1.548382568359375000e+01,5.402167797088623047e+00
-1.560563755035400391e+01,5.355853080749511719e+00
-1.542482185363769531e+01,5.309902667999267578e+00
-1.510811519622802734e+01,5.367945671081542969e+00
-1.348272323608398438e+01,4.908958435058593750e+00
-1.396501731872558594e+01,4.858598709106445312e+00
